Name,Comment,Time,Likes,Reply Count
@demarcusblack1328,"Its all about them gibs, aint it?",2018-09-24T04:32:10Z,0,0
@humaneco527,"What a beautiful assertion... Everybody comes together and work together, learned together, teach together.... 
Happiest countries progress organized by uninted nation organization... It's a best way to increase our happiness and all other....",2018-09-24T04:05:39Z,9,0
@jason4275,"*Can someone also explain why antidepressant use is so high in these Nordic countries, I have a feeling that that these top Nordic countries are also hiding the fact, that since they have free healthcare that they have high access to antidepressants.*",2018-09-24T03:59:19Z,0,1
,I see you didn't understand this video. Please watch it again....,2018-09-24T15:03:22Z,1,
@kingnaga619,"How ironic that all of the Nordic's have liberal, social governments and universal healthcare. How weird...",2018-09-24T03:00:45Z,100,12
@user-jb8sk3ze1z,King Naga and they are some of the whitest,2018-10-14T14:09:55Z,8,
@jeiku5314,"@Pan-European Nationalist 
They also have more than two parties to choose from, and they aren't as crazy as the American Democratic and Republican parties.",2018-12-02T02:32:17Z,25,
@johnc.5600,King Naga And they are 95% pure white,2020-04-30T18:46:03Z,3,
@pavelm.gonzalez8608,They are more socialist than the ones that proclaim to be socialist/communist countries!!!,2020-05-22T04:18:02Z,2,
@thomas_pâté1,@@pavelm.gonzalez8608 ... Not really. Welfare isn't always = socialism.,2020-06-12T16:08:12Z,9,
@AdityaDeo-cg6eu,@@thomas_pâté1 government controlled schools and healthcare is socialism right. Norway literally nationalised oil.,2020-08-27T20:39:46Z,0,
@mirieshii1948,@@AdityaDeo-cg6eu yes. But they still are capitalistic.,2020-08-31T19:43:15Z,1,
@AdityaDeo-cg6eu,@@mirieshii1948 but that particular move is socialist,2020-08-31T20:18:37Z,0,
@mirieshii1948,"@@AdityaDeo-cg6eu yes, a move that is common worldwide. People pay taxes for public school, hospital, social services etc. Still sourced from capitalistic ventures.",2020-08-31T21:20:50Z,0,
@cinderellaandstepsisters,"@@pavelm.gonzalez8608 Communism ended in Europe 1991- 1994. 
Nordic countries never were socialist/communist countries. 
They are capitalist countries",2021-04-02T05:33:52Z,2,
@cinderellaandstepsisters,@@user-jb8sk3ze1z Nothing to do with The color.,2021-04-02T05:34:39Z,1,
@philcool1968,Same in New Zealand,2021-05-24T07:25:38Z,0,
@joban8177,"Why not Islamic nations can be  happiest nations ??? 
Not a single country i ever seen in top 10 in this list.",2018-09-24T01:57:14Z,1,2
@basedpro-ua3470,Because they are shitholes,2018-09-24T22:32:08Z,1,
@joban8177,"@Ger Many 
Actually UAE, Saudi, Turkey etc.., their HDI is better than my country despite, not a single Islamic country in 10 happiest rank...
Because it's ""religion of peace...""",2018-09-25T02:26:03Z,0,
@jaxturner7288,Burn those mom jeans girl!!,2018-09-24T01:37:19Z,0,0
@current9300,The key to being a happy country is being small enough country with cohesive population. What works in Finland would definitely not work in a country like USA for example.,2018-09-24T01:10:48Z,2,2
@godemperorofmankind3.091,yes it will and you are lying,2020-01-22T07:07:54Z,0,
@sergeyermolenko8605,Soviet Union propaganda told us the same.,2021-12-29T03:55:10Z,0,
@mattschneider4473,What I don’t understand is that all these so called ‘happy countries’ seem to maintain the highest suicide rates. Would religion have anything to do with that?,2018-09-23T23:49:43Z,0,5
@peter12246,The majority of the people from these countries are atheists,2018-09-24T15:51:10Z,1,
@Cta2006,They do jot have the highest suicide rates. Denmark is the highest and it's 33 on the lsit. Hardly highest.,2018-09-30T16:52:21Z,0,
@mattschneider4473,Cta2006 It still places them in the top 20%. There suicide rates are high and that’s the point.,2018-09-30T23:32:47Z,0,
@Cta2006,"Suicide rate by country ( both sexes ) ( ranking in parentesis ): Finland (32), USA (34), Iceland (40), Sweden (51), Canada (72), Norway (74), Denmark (89). The only Nordic country worse than the USA is Finland and the difference between the two coiuntries is not big. The rest of they countries far much much better than the USA. The point is that the US has a worse suicide rate than most of them, except Finland.",2018-09-30T23:57:50Z,0,
@SA-121,"Africa, India, East Europe and East Asia have the highest suicide rates...",2020-01-13T14:52:28Z,0,
@johnwatson830,These countries have small populations,2018-09-23T23:13:48Z,1,0
@SirAmicVarze,The Nordic model really needs to go global.,2018-09-23T22:59:35Z,35,3
@fahadhussain66,True.,2022-06-11T01:30:27Z,1,
@hansantonio110,agree,2022-08-29T03:40:05Z,1,
@kk440635NORWAY,"Money is not the main key to happiness. I am from Norway, alot of people are happy, but there is also alot of unhappy people here. Depression is very common, probably because of mentality and weather, and there is alot of suicide and alcohol problems, and drug addicts, and there is not so much to do here either, because there is poor access to leisure facilities

I have been to poor countries where the citizens have much more to spend their free time on. If you live in the countryside, they have little to offer the residents. In many places you can go for a walk or stay at home, but that's all you can do, and you have poor access to public transport. It goes without saying that many people become depressed when they have bad weather almost all year round, and nothing to spend their time on. Moreover, it is a myth that most people are rich in Norway. Most of them belong to the working class, and even if the amount of income is higher than in many other western countries, one must not forget that Norway is among the most expensive countries in the western world, so then people do not become richer than in many other western countries, as the cost of living is much higher, I would like to emphasize that this does NOT apply to all western countries, there are some WESTERN countries where people have less in accordance with their cost of living

When it comes to healthcare, I would say that it is good in Norway, but not extraordinary or unique. There are many other countries in Europe that have the same system. Spending the night in hospital for free, and receiving free treatment while you are admitted to hospital apply in many places in the western world

All outpatient treatment in public healthcare costs money. It is partially subsidized, but not free, you have to pay a deductible, as in many other countries. Treatment within mental health in the Norwegian public health system has burst capacity with long waiting times, so access to help for those struggling mentally is poor. I know from an earlier period in my own life that help is difficult and scarce, you almost have to be suicidal to get help quickly, if you are not suicidal, but still have major psychological problems, then the waiting time in the public health system is long

I would also like to mention dental health. In Norway, I feel that the teeth are not part of the body. Dentistry is 0% subsidized by the state after you turn 18. Then you pay 100% of the price yourself, as you do in the USA. Dentistry is not part of the Norwegian ordinary healthcare system, it is a ""separate"" healthcare system, without rights. I can't afford to go to the dentist right now, but if I save some money, I might be able to in 3 or 4 months. 

Norway is not a bad country to live in. But it is not perfect or unique either. We are rich in resources, but the people who live here are not rich, but neither are they poor, but of course there are poor and rich, but these two groups are minorities, the working class is the majority of the population

Whether a person is lucky or unlucky is, in my opinion, to a greater extent from person to person than from country to country. But of course you are more fortunate than those who live in war zones or those who are starving, but say you don't live in a war zone, but still in a poor corrupt country and you yourself are poor, but still enough for food and hygiene, you are then less lucky than an average Norwegian? This is impossible to answer, there is no definitive answer, money is not everything, and it all depends on who you ask. Personally, I think it's about what you've experienced in life. 

Even if you live in a rich Western country, you are still not immune to bad experiences in life, and people deal with things differently, and it also has a lot to do with who you surround yourself with. There are cold people here as elsewhere, there are psychopaths here as elsewhere, there are people in mourning who have lost loved ones here as elsewhere, there is abuse here as elsewhere. 

You can be lucky or unlucky anywhere, and in my opinion it varies from country to country, and not from person to person. For example, if you lose someone you love, the grief is just as great in a rich country as it is in a poor country, the dead person does not come back, and the missing is just as great. If you experience traumatic events in Norway, this is no less traumatic than if you experience this in a poor country

Even if Norway has little street crime, I don't think they have less crime inside a house or an apartment with relations. Sick people are found everywhere, these are international problems. Many people in the world are mistreated by so-called ""friends"" or relatives within the 4 walls of the house. This is hardly less widespread in Norway than elsewhere",2023-06-07T22:31:36Z,0,
@MathiasWaldbach,Scandinavia will be even happier if they succeding in creating an ethno state,2018-09-23T22:45:36Z,1,0
@nichtbekanntnein,TORILLA TAVATAAN!!!,2018-09-23T22:27:58Z,0,0
@benjoleo,"- ""it's not about being really rich""
- continues  to list things that are only possible because of the country's wealth""",2018-09-23T22:22:04Z,10,2
@albinjohnsson2511,"Yes, to be rich is necessary for these things, but it's not necessary. The US is richer, but it opts to not distribute its money equally.",2020-09-17T12:26:27Z,12,
@hansantonio110,"@@albinjohnsson2511 the rich get richer, and the poor get poorer?",2022-08-29T03:43:28Z,0,
@firelordOzai3,"Interestingly, I don't think I heard them mentioning equality that much. Countries that have a 'winner takes all' mentality probably won't see their citizens being generally happy. 
Another thing I've noticed is that countries don't all value happiness, culturally. As a crude generalisation of Americans, for instance, you get the overwhelming sense that their culture values success and material wealth a lot, but those aren't actually prerequisites for happiness at all",2018-09-23T21:24:30Z,11,0
